type,subCity,price,bedRooms,rooms,floor,area,stype
New,avlabari,1470,2,3,4,110,rent
New,avlabari,2400,3,4,5,150,rent
New,saburtalo,1010,1,2,5,45,rent
New,saburtalo,1610,1,2,4,67,rent
New,vake,1890,2,3,3,97,rent
New,vera,2080,2,3,3,116,rent
New,vera,2100,2,3,3,118,rent
New,vera,1870,2,3,3,97,rent
New,vake,1930,2,3,3,103,rent
New,sololaki,1880,2,3,3,97,rent
New,vera,1900,2,3,3,108,rent
New,mtatsminda,1980,2,3,3,113,rent
Old,sololaki,1070,1,1,1,40,rent
Old,kharfukhi,1000,1,2,1,65,rent
New,saburtalo,1340,1,2,3,52,rent
New,vake,1330,2,3,5,150,rent
New,saburtalo,1200,2,3,7,70,rent
New,saburtalo,1460,1,2,11,60,rent
New,saburtalo,1200,1,2,10,82,rent
New,mtatsminda,2400,3,4,9,140,rent
Old,chugureti,600,1,2,1,60,rent
Old,saburtalo,666,0,2,3,40,rent
New,saburtalo,1200,1,2,6,80,rent
New,ortachala,1600,2,3,7,76,rent
New,saburtalo,750,1,2,6,50,rent
Old,vake,1460,1,2,2,60,rent
Old,didube,932,2,3,6,72,rent
New,saburtalo,900,1,2,6,70,rent
New,saburtalo,1070,1,2,4,65,rent
New,saburtalo,1200,2,3,7,70,rent
New,saburtalo,1180,1,2,3,87,rent
New,vake,3990,2,3,7,125,rent
New,saburtalo,1070,1,2,2,57,rent
New,saburtalo,1070,1,2,5,57,rent
New,saburtalo,932,1,2,9,60,rent
Old, (i-vii),600,1,1,6,36,rent
New,saburtalo,1600,4,5,7,200,rent
New,avlabari,1080,1,2,6,54,rent
Old,saburtalo,650,1,2,2,60,rent
New,saburtalo,1600,2,3,5,90,rent
New,saburtalo,799,1,2,5,43,rent
New,ortachala,900,1,2,7,65,rent
New,saburtalo,1880,2,3,5,95,rent
New,saburtalo,1070,1,2,4,58,rent
Old,mtatsminda,800,2,3,1,85,rent
Old,vake,770,1,2,5,70,rent
New,didube,935,1,2,3,57,rent
Old,vake,666,1,1,1,40,rent
New,varketili,800,2,3,5,90,rent
Old,saburtalo,935,1,2,6,57,rent
Old, (i-vii),612,2,2,2,38,rent
New,saburtalo,1850,3,4,7,100,rent
New,ortachala,1200,2,3,2,55,rent
Old,vera,935,1,2,9,90,rent
New,mtatsminda,3990,2,3,9,110,rent
New,saburtalo,799,1,2,3,45,rent
Old,vake,932,1,2,7,50,rent
Old,sololaki,800,1,2,1,85,rent
New,vake,4500,3,4,8,190,rent
New,saburtalo,1600,2,3,8,90,rent
Old,saburtalo,1600,3,4,1,105,rent
New,vake,800,1,2,5,85,rent
New,saburtalo,800,1,2,8,62,rent
New,(i-v),932,1,2,6,50,rent
New,mtatsminda,2400,3,4,9,140,rent
Old,saburtalo,750,0,1,6,38,rent
New,saburtalo,1850,2,3,11,80,rent
New,saburtalo,1140,1,2,3,55,rent
New,samgori,900,1,2,6,70,rent
Old,saburtalo,666,1,1,2,46,rent
New,(i-v),932,3,4,6,84,rent
New,saburtalo,932,1,2,7,45,rent
Old,isani,675,0,1,7,40,rent
New,saburtalo,1200,1,2,3,55,rent
New,didube,1200,2,3,6,75,rent
Old, (i-vii),500,1,1,1,36,rent
New,avlabari,1320,2,3,5,75,rent
New,saburtalo,932,1,2,3,60,rent
New,saburtalo,1060,1,2,6,75,rent
New,ortachala,1200,2,3,6,60,rent
New,saburtalo,1600,2,3,7,70,rent
New,saburtalo,932,1,2,2,70,rent
Old,saburtalo,940,1,2,8,64,rent
New,(i-v),932,2,3,5,45,rent
New,saburtalo,799,1,2,10,55,rent
New,saburtalo,932,1,2,2,75,rent
New,saburtalo,1680,1,1,15,35,rent
New,saburtalo,2400,2,3,3,105,rent
Old,vake,935,1,2,4,50,rent
Old,saburtalo,600,1,1,3,35,rent
New,saburtalo,1460,2,3,8,75,rent
Old,vera,800,2,3,1,85,rent
Old,vake,800,1,2,6,62,rent
Old,samgori,500,1,2,3,35,rent
New,saburtalo,932,1,2,4,45,rent
New,sololaki,999,2,3,2,60,rent
New,(i-v),799,1,2,1,35,rent
New,saburtalo,800,1,2,6,56,rent
New,saburtalo,1070,1,2,8,75,rent
New,varketili,800,2,3,5,90,rent
Old,saburtalo,700,1,2,5,45,rent
Old,isani,750,3,4,2,130,rent
New,saburtalo,1070,1,2,14,55,rent
New,saburtalo,935,1,2,8,65,rent
New,saburtalo,1070,1,2,15,60,rent
New,digomi,666,1,2,10,45,rent
New,digomi,1070,2,3,11,75,rent
New,saburtalo,1330,2,3,5,70,rent
Old,mtatsminda,800,2,3,1,85,rent
New,saburtalo,799,1,2,5,75,rent
New,saburtalo,1330,2,3,2,100,rent
New,varketili,800,2,3,4,85,rent
New,gldani,1070,2,4,6,87,rent
Old,vera,799,1,2,1,55,rent
New,saburtalo,1740,2,3,7,105,rent
Old,saburtalo,879,1,2,5,60,rent
New,mtatsminda,3990,2,3,9,110,rent
New,saburtalo,1940,3,4,8,132,rent
Old,saburtalo,650,1,2,3,80,rent
New,saburtalo,799,1,2,5,55,rent
New,vake,1620,1,2,3,76,rent
New,saburtalo,2830,3,4,12,160,rent
Old,saburtalo,639,1,2,5,50,rent
New,saburtalo,1600,1,2,5,62,rent
New,saburtalo,3990,3,4,17,150,rent
Old,mtatsminda,800,2,3,1,85,rent
New,mtatsminda,2400,3,4,9,140,rent
Old,saburtalo,550,1,1,4,45,rent
Old,samgori,500,1,2,3,35,rent
New,digomi,600,1,2,2,45,rent
New,varketili,800,2,3,5,90,rent
Old,digomi,700,2,3,10,76,rent
Old,samgori,500,1,2,3,35,rent
Old,sololaki,650,1,2,3,50,rent
New,saburtalo,932,1,2,12,56,rent
Old,samgori,500,1,2,3,35,rent
New,ortachala,1700,2,3,5,100,rent
New,saburtalo,1460,1,2,9,73,rent
Old,mtatsminda,800,2,3,1,85,rent
New,varketili,800,2,3,5,90,rent
New,massive,1200,2,3,10,96,rent
New,saburtalo,2000,3,4,8,132,rent
Old,digomi,700,2,3,10,76,rent
New,saburtalo,1070,1,2,1,60,rent
New,saburtalo,1200,1,2,8,75,rent
Old,digomi,750,2,3,3,80,rent
Old,vake,950,1,2,4,50,rent
New,saburtalo,1070,1,2,2,60,rent
New,vake,1600,2,3,5,135,rent
New,saburtalo,1070,1,2,5,65,rent
New,saburtalo,1730,2,3,5,80,rent
New,vake,4250,4,5,8,170,rent
New,saburtalo,1460,2,3,8,77,rent
New,vake,4800,2,3,3,86,rent
New,saburtalo,4900,3,4,8,171,rent
New,mtatsminda,980,1,2,1,45,rent
New,saburtalo,1500,2,3,7,120,rent
New,saburtalo,950,1,1,4,32,rent
New,saburtalo,1070,1,2,8,77,rent
New,saburtalo,2600,2,3,16,71,rent
New,sololaki,2390,2,3,4,75,rent
New,vake,2600,2,3,5,80,rent
New,saburtalo,1900,2,3,4,125,rent
New,saburtalo,1950,2,3,5,70,rent
New,vake,6240,2,3,6,135,rent
New,vake,1600,2,3,2,70,rent
New,saburtalo,8000,3,5,11,192,rent
New,saburtalo,2670,4,5,4,200,rent
New,vake,6000,3,4,15,173,rent
Old,isani,932,2,3,3,85,rent
New,vake,2700,0,3,9,160,rent
New,saburtalo,1460,1,2,3,60,rent
New,vake,4500,3,4,7,190,rent
Old,chugureti,850,2,4,4,102,rent
New,saburtalo,650,1,3,1,50,rent
New,saburtalo,3990,3,4,17,150,rent
New,saburtalo,1330,2,3,8,53,rent
Old,saburtalo,852,1,2,5,60,rent
New,didube,799,1,2,5,40,rent
New,saburtalo,1200,1,2,6,60,rent
Old,saburtalo,1600,2,3,9,110,rent
New,saburtalo,932,1,2,12,60,rent
New,saburtalo,879,2,3,7,55,rent
New,saburtalo,2650,2,3,3,90,rent
Old,nadzaladevi,700,2,2,7,52,rent
New,saburtalo,932,1,2,4,45,rent
New,saburtalo,1330,1,3,6,50,rent
New,saburtalo,1200,2,3,7,70,rent
New,didube,799,2,3,3,65,rent
New,didube,1460,2,3,8,85,rent
Old,digomi,799,3,4,5,94,rent
Old,saburtalo,600,2,3,1,55,rent
New,digomi,932,2,3,4,70,rent
Old,ortachala,666,1,2,3,50,rent
Old,vera,799,1,2,1,50,rent
New,didube,1070,1,2,4,55,rent
New,saburtalo,800,1,2,5,50,rent
Old,vera,799,1,2,1,50,rent
New,digomi,600,1,2,2,45,rent
Old,vake,799,1,2,1,50,rent
Old,didube,750,1,2,5,60,rent
New,saburtalo,1730,2,3,7,103,rent
Old,saburtalo,600,1,2,4,63,rent
New,mtatsminda,2930,2,3,10,127,rent
New,saburtalo,1330,2,3,15,70,rent
Old,saburtalo,1330,2,3,4,105,rent
New,saburtalo,1070,1,2,2,60,rent
New,didube,799,1,2,5,40,rent
New,saburtalo,1070,1,2,14,55,rent
New,saburtalo,3300,1,1,16,52,rent
New,saburtalo,1050,1,2,8,73,rent
New,sololaki,2560,2,3,2,130,rent
Old,saburtalo,650,1,1,2,40,rent
New,gldani,1000,2,4,6,87,rent
New,saburtalo,1460,2,3,8,75,rent
New,saburtalo,1900,2,3,4,101,rent
New,vake,1860,1,2,8,65,rent
Old,vake,2700,3,4,8,115,rent
New,saburtalo,1200,1,2,8,75,rent
New,didube,950,1,2,4,54,rent
New,sololaki,7600,4,5,7,280,rent
New,digomi,666,1,2,10,45,rent
Old,saburtalo,700,1,2,7,65,rent
New,vake,2300,2,3,7,110,rent
Old,saburtalo,950,2,3,2,80,rent
New,chugureti,1860,1,2,3,60,rent
New,saburtalo,850,1,2,5,60,rent
New,vake,1330,2,3,8,100,rent
New,mtatsminda,2930,1,2,2,63,rent
New,saburtalo,1330,2,3,7,95,rent
New,saburtalo,1860,3,4,5,167,rent
New,saburtalo,650,2,3,2,56,rent
New,saburtalo,2130,3,4,12,150,rent
New,vake,1730,2,3,11,70,rent
New,saburtalo,932,1,2,2,50,rent
New,saburtalo,932,1,2,12,56,rent
New,saburtalo,1600,2,3,8,75,rent
Old, (i-vii),1330,3,4,7,102,rent
New,saburtalo,1200,1,2,4,50,rent
New,saburtalo,1200,1,2,5,55,rent
New,saburtalo,1070,2,3,4,65,rent
New,vake,1330,1,2,5,54,rent
New,saburtalo,1810,1,2,3,60,rent
New,saburtalo,932,1,2,9,45,rent
New,saburtalo,1460,2,3,6,67,rent
New,saburtalo,1300,2,3,7,75,rent
New,vake,2150,1,2,7,75,rent
New,vake,1600,2,3,8,85,rent
New,vake,1860,1,2,10,67,rent
New,saburtalo,1850,2,3,13,90,rent
New,saburtalo,1330,2,3,8,53,rent
New,saburtalo,800,1,2,2,60,rent
New, (i-vii),930,1,2,9,65,rent
New,isani,1200,2,3,2,58,rent
New,saburtalo,1330,2,3,6,70,rent
New,saburtalo,1350,2,3,1,88,rent
New,saburtalo,985,1,2,7,68,rent
Old,vake,1050,2,3,2,70,rent
Old, (i-vii),500,1,1,1,36,rent
New,vake,3470,2,3,4,154,rent
New,chugureti,1050,2,3,2,75,rent
New,saburtalo,1990,3,4,6,100,rent
Old,saburtalo,700,2,3,6,120,rent
Old,chugureti,1050,2,3,1,75,rent
Old,saburtalo,600,2,3,1,45,rent
New,mtatsminda,1780,0,3,4,82,rent
New,saburtalo,1460,2,3,6,64,rent
New,saburtalo,1220,1,2,8,57,rent
New,isani,925,2,3,5,65,rent
New,saburtalo,2270,1,3,7,107,rent
Old,saburtalo,700,2,3,16,70,rent
New,isani,500,1,2,3,35,rent
New,saburtalo,1220,1,2,4,86,rent
New,saburtalo,1070,1,2,5,59,rent
New,kharfukhi,2260,3,5,3,140,rent
Old,(i-v),1330,3,4,8,120,rent
New,didube,1070,2,3,2,70,rent
New,saburtalo,650,1,1,5,40,rent
New,kharfukhi,1730,3,5,2,140,rent
New,saburtalo,932,3,4,6,84,rent
New,vake,1600,1,2,4,59,rent
New,ortachala,1460,3,4,8,82,rent
New,saburtalo,3190,3,4,19,140,rent
Old,didube,550,1,1,5,35,rent
Old,chugureti,1010,1,2,4,65,rent
New,isani,1080,1,2,8,60,rent
New,saburtalo,1330,2,3,7,70,rent
New,saburtalo,2000,2,3,6,124,rent
Old,saburtalo,800,2,3,13,100,rent
New,vake,2390,2,3,8,115,rent
New,didube,1330,2,3,9,60,rent
New,didube,1080,1,2,7,62,rent
New,saburtalo,1010,1,2,5,65,rent
Old,massive,930,2,3,1,76,rent
New,vake,2390,2,3,7,120,rent
Old,saburtalo,600,1,2,2,40,rent
New,saburtalo,4590,2,3,13,92,rent
New,vake,5070,2,3,4,120,rent
New,saburtalo,2000,2,3,12,80,rent
New,saburtalo,1330,2,3,6,53,rent
New,saburtalo,2100,2,3,2,120,rent
New,saburtalo,1220,1,2,7,65,rent
New,saburtalo,1600,1,2,15,60,rent
New,saburtalo,1330,1,2,2,65,rent
New,vake,1860,2,3,6,80,rent
New,saburtalo,2700,4,5,4,200,rent
Old,saburtalo,857,2,3,2,85,rent
New,saburtalo,1990,2,3,12,80,rent
New,saburtalo,1350,2,3,4,100,rent
New,saburtalo,1330,1,2,4,65,rent
New,vake,4500,3,4,7,190,rent
Old,saburtalo,666,1,2,3,50,rent
New,vake,1330,1,2,5,60,rent
New,saburtalo,1120,1,2,13,52,rent
Old,sololaki,1330,1,1,2,40,rent
New,saburtalo,1600,1,2,4,65,rent
New,saburtalo,799,1,2,5,45,rent
New,vake,1120,0,2,2,50,rent
New,saburtalo,1070,1,2,6,60,rent
New,saburtalo,960,1,2,3,60,rent
New,ortachala,1200,2,3,6,68,rent
New,saburtalo,1330,1,2,3,50,rent
New,vake,1850,2,3,6,80,rent
New,saburtalo,1330,2,3,2,100,rent
Old,massive,700,1,2,12,55,rent
Old,ortachala,506,1,2,7,70,rent
New,saburtalo,1200,1,2,5,50,rent
Old,sololaki,2130,3,4,1,130,rent
New,saburtalo,1590,2,3,5,80,rent
New,saburtalo,790,1,2,6,55,rent
New,didube,1200,2,3,4,90,rent
New,saburtalo,1580,2,3,5,80,rent
New,saburtalo,1730,2,3,5,60,rent
New,saburtalo,1700,2,3,6,70,rent
New,saburtalo,1600,1,2,9,68,rent
New,saburtalo,1740,2,3,6,70,rent
New,chugureti,1200,1,2,2,60,rent
Old,vake,799,1,1,5,45,rent
Old, (i-vii),500,1,1,1,40,rent
New,saburtalo,1350,1,2,8,60,rent
New,saburtalo,3200,3,4,19,140,rent
New,saburtalo,1330,2,4,5,120,rent
New,chugureti,1590,2,3,5,88,rent
Old,didube,932,1,2,2,70,rent
Old,massive,550,1,1,4,35,rent
Old,saburtalo,800,2,2,5,50,rent
New,vake,2400,2,3,6,120,rent
New,saburtalo,1590,2,3,7,130,rent
New,vake,2400,2,3,8,112,rent
Old,mtatsminda,2130,3,4,1,120,rent
New,saburtalo,1460,1,2,3,50,rent
New,saburtalo,2100,2,3,3,120,rent
Old,mtatsminda,2700,2,3,3,90,rent
New,saburtalo,3500,3,4,9,155,rent
Old,mtatsminda,3510,3,5,3,120,rent
New,chugureti,4050,4,5,10,200,rent
Old,saburtalo,930,1,2,6,62,rent
New,isani,1330,1,2,11,75,rent
New,chugureti,1580,2,3,5,86,rent
New,saburtalo,2000,2,3,11,80,rent
Old,saburtalo,1580,2,3,7,127,rent
Old,saburtalo,666,1,2,3,50,rent
Old,isani,855,2,3,4,48,rent
New,vake,1850,2,3,6,80,rent
Old,chugureti,225,3,4,5,140,rent
New,saburtalo,1580,2,3,8,75,rent
New,saburtalo,1300,2,3,8,100,rent
New,saburtalo,1330,1,2,11,80,rent
New,vake,1400,2,3,2,85,rent
New,kharfukhi,2930,1,2,2,63,rent
Old,vake,666,1,1,3,40,rent
New,saburtalo,1340,2,3,8,100,rent
New,saburtalo,1200,1,2,4,86,rent
Old,saburtalo,746,0,1,3,32,rent
Old,isani,799,2,3,4,58,rent
New,saburtalo,1050,1,2,7,55,rent
Old,saburtalo,1340,2,3,8,53,rent
Old,vake,932,1,2,8,65,rent
Old,vake,799,2,3,6,65,rent
New,avlabari,1050,1,2,8,55,rent
Old,saburtalo,1060,2,3,2,75,rent
New,saburtalo,1600,2,3,6,80,rent
New,saburtalo,1380,1,2,12,80,rent
New,saburtalo,1070,1,2,9,60,rent
Old,saburtalo,600,1,1,3,35,rent
New,saburtalo,1100,1,2,8,61,rent
New,isani,930,2,3,4,65,rent
Old,vake,1060,2,3,2,70,rent
New,saburtalo,1050,1,2,6,57,rent
New,saburtalo,1870,1,2,14,60,rent
New,saburtalo,1600,2,3,3,72,rent
New,saburtalo,932,1,2,8,52,rent
New,saburtalo,1490,1,2,3,65,rent
Old,ortachala,666,1,2,3,55,rent
New,saburtalo,1330,2,3,9,100,rent
New,saburtalo,1700,2,3,7,70,rent
New,chugureti,1060,2,3,2,75,rent
New,mtatsminda,4900,2,3,10,205,rent
Old,vera,900,1,2,9,90,rent
New,saburtalo,1740,1,2,5,65,rent
Old,saburtalo,500,1,1,1,45,rent
New,chugureti,1600,2,3,5,86,rent
Old,chugureti,1060,2,3,1,75,rent
New,saburtalo,1490,1,2,3,50,rent
Old,saburtalo,1600,2,3,8,127,rent
Old,mtatsminda,3900,2,3,3,110,rent
New,saburtalo,1050,2,3,4,75,rent
New,saburtalo,1280,1,2,4,50,rent
New,saburtalo,1330,2,3,14,70,rent
New,(i-v),799,1,2,3,80,rent
New,saburtalo,1600,2,3,7,75,rent
Old,ortachala,600,1,2,3,50,rent
New,isani,1900,2,3,10,110,rent
Old,saburtalo,1070,2,3,6,57,rent
New,avlabari,930,2,3,4,68,rent
New,saburtalo,1860,0,3,3,107,rent
New,saburtalo,1340,1,2,12,75,rent
New,vake,1400,2,3,3,85,rent
Old,saburtalo,1200,1,2,4,80,rent
Old,didube,600,1,1,5,40,rent
New,saburtalo,1600,2,3,8,75,rent
Old,saburtalo,1340,1,2,4,62,rent
Old,vake,1350,2,3,7,80,rent
New,digomi,905,2,3,5,58,rent
New,isani,790,2,3,4,85,rent
New,saburtalo,1340,1,2,12,80,rent
New,saburtalo,1460,1,2,3,65,rent
New,saburtalo,1350,2,3,8,100,rent
Old,saburtalo,795,1,2,3,60,rent
New,saburtalo,1600,2,3,6,100,rent
New,saburtalo,1200,1,2,3,86,rent
New,saburtalo,930,1,2,3,57,rent
New,saburtalo,1350,2,3,8,55,rent
New,saburtalo,1060,1,2,5,55,rent
New,digomi,932,1,2,12,85,rent
New,saburtalo,1700,1,2,5,65,rent
New,saburtalo,1330,2,3,10,120,rent
New,saburtalo,1330,1,2,9,60,rent
New,saburtalo,920,1,2,8,47,rent
Old,saburtalo,900,0,1,3,45,rent
New,mtatsminda,1600,0,3,4,115,rent
New,saburtalo,1070,1,2,9,67,rent
Old,saburtalo,932,0,3,2,70,rent
Old,saburtalo,1070,0,3,4,64,rent
New,saburtalo,1700,0,4,3,120,rent
Old,saburtalo,550,0,1,2,30,rent
Old,saburtalo,666,0,2,10,45,rent
Old,chugureti,666,0,1,4,40,rent
New,vera,2400,0,5,0,220,rent
Old,saburtalo,666,0,2,6,45,rent
New,saburtalo,1240,0,3,7,85,rent
Old,mtatsminda,1070,0,2,2,67,rent
New,digomi,799,1,2,7,60,rent
New,avlabari,1200,1,2,7,52,rent
New,vera,612,4,6,12,300,rent
New,saburtalo,1200,1,2,5,57,rent
New,chugureti,1050,2,3,2,75,rent
New,saburtalo,1050,1,2,7,73,rent
New,saburtalo,1070,1,2,7,73,rent
Old,saburtalo,650,1,1,2,45,rent
New,saburtalo,1450,1,2,3,52,rent
New,isani,1150,1,2,9,72,rent
Old,chugureti,1050,2,3,1,75,rent
New,gldani,799,1,2,6,65,rent
New,didube,1060,1,2,4,55,rent
New,saburtalo,1330,2,3,7,100,rent
New,saburtalo,1250,1,2,4,52,rent
Old,saburtalo,852,1,1,3,45,rent
Old,mtatsminda,2130,3,5,1,120,rent
Old,saburtalo,1060,1,2,7,55,rent
Old,saburtalo,800,1,2,11,57,rent
New,saburtalo,3200,3,5,5,200,rent
New,didube,932,1,2,3,45,rent
New,saburtalo,1050,1,2,7,61,rent
Old,saburtalo,600,1,2,2,40,rent
New,vake,800,1,2,5,85,rent
New,avlabari,950,2,3,5,65,rent
New,vake,1300,1,2,7,53,rent
New,saburtalo,1320,1,2,5,60,rent
New,saburtalo,1440,1,2,7,65,rent
New,saburtalo,1200,1,2,4,60,rent
New,saburtalo,2130,2,4,6,115,rent
New,saburtalo,1200,2,3,1,80,rent
New,saburtalo,1440,1,2,14,65,rent
New,saburtalo,1200,1,2,2,55,rent
Old,saburtalo,1070,3,4,3,106,rent
New,ortachala,2660,1,2,5,80,rent
New,vake,2170,1,2,7,65,rent
New,didube,1080,2,3,6,100,rent
New,saburtalo,1570,2,3,11,90,rent
Old,saburtalo,800,1,2,8,60,rent
New,saburtalo,1200,2,3,10,100,rent
New,didube,932,1,2,3,45,rent
New,saburtalo,1440,2,3,9,115,rent
New,saburtalo,900,1,2,6,68,rent
Old,saburtalo,650,2,2,3,80,rent
New,chugureti,1440,2,3,3,90,rent
New,saburtalo,1730,2,3,9,115,rent
Old,saburtalo,700,1,3,1,53,rent
New,isani,1430,2,3,5,75,rent
New,saburtalo,12000,4,6,1,232,rent
New,saburtalo,1310,1,2,5,60,rent
New,saburtalo,1850,1,2,15,60,rent
Old,saburtalo,1300,1,2,4,65,rent
New,saburtalo,800,1,2,1,35,rent
New,ortachala,1070,2,3,5,70,rent
New,ortachala,1070,2,3,5,70,rent
New,saburtalo,934,1,2,4,45,rent
New,saburtalo,1400,1,2,4,65,rent
New,saburtalo,1300,1,2,12,80,rent
New,massive,1070,2,3,4,60,rent
New,saburtalo,1200,1,2,3,85,rent
Old,saburtalo,1170,2,3,5,70,rent
New,saburtalo,1700,1,2,6,65,rent
New,saburtalo,799,1,2,6,40,rent
Old,vake,1600,2,3,4,90,rent
New,saburtalo,1450,1,2,3,50,rent
New,saburtalo,1200,1,2,3,88,rent
Old,saburtalo,1200,3,4,2,110,rent
New,saburtalo,1600,1,2,5,83,rent
New,saburtalo,1280,1,2,5,50,rent
New,isani,1070,1,2,8,60,rent
Old,sanzona,879,2,3,3,85,rent
Old,digomi,700,2,3,10,76,rent
New,digomi,932,2,3,5,64,rent
New,saburtalo,1800,1,2,14,60,rent
New,saburtalo,910,1,2,4,50,rent
New,saburtalo,1030,1,2,6,52,rent
New,massive,1040,1,2,7,70,rent
New,massive,1300,2,3,10,100,rent
Old,vake,1310,2,3,18,90,rent
New,didube,1100,2,3,10,65,rent
Old,saburtalo,1470,2,3,3,70,rent
New,vake,1960,2,3,2,120,rent
New,digomi,784,1,2,7,52,rent
New,saburtalo,3190,3,5,3,260,rent
New,saburtalo,980,1,2,7,62,rent
New,saburtalo,3830,3,5,9,140,rent
New,saburtalo,980,1,2,15,58,rent
New,isani,1350,1,2,12,75,rent
New,saburtalo,840,1,2,6,50,rent
New,vake,1460,1,2,4,58,rent
New,vake,4920,3,4,3,160,rent
New,saburtalo,1830,2,3,2,85,rent
New,saburtalo,2690,2,3,6,102,rent
New,saburtalo,1200,2,3,8,96,rent
New,saburtalo,1030,1,2,7,55,rent
New,ortachala,1470,2,3,3,78,rent
New,vake,2450,2,3,6,80,rent
New,vake,4880,2,3,8,86,rent
New,varketili,1100,3,4,5,107,rent
New,saburtalo,1700,2,3,5,115,rent
New,saburtalo,1230,1,2,7,73,rent
New,saburtalo,980,1,2,3,70,rent
New,saburtalo,850,1,2,7,60,rent
New,saburtalo,843,1,2,2,57,rent
New,saburtalo,1230,1,2,4,65,rent
New,saburtalo,980,2,3,2,60,rent
New,saburtalo,3670,3,4,3,280,rent
New,avlabari,3180,2,3,8,120,rent
New,saburtalo,1200,2,3,3,100,rent
New,saburtalo,1230,1,2,9,78,rent
New,chugureti,2450,3,3,3,117,rent
Old,vashlijvari,865,2,3,5,100,rent
New,digomi,910,2,3,5,100,rent
New,saburtalo,1600,2,3,4,70,rent
New,saburtalo,1600,1,2,6,60,rent
New,digomi,980,2,3,3,75,rent
New,mtatsminda,5000,2,4,10,127,rent
New,saburtalo,2400,2,3,3,125,rent
New,saburtalo,1600,2,3,3,94,rent
New,saburtalo,2410,2,3,4,115,rent
New,vake,3130,3,5,7,250,rent
New,saburtalo,850,2,3,2,76,rent
New,varketili,680,1,2,6,45,rent
New,saburtalo,2200,2,3,12,90,rent
New,didube,2300,4,5,14,150,rent
New,saburtalo,1230,1,2,5,55,rent
New,isani,1560,3,4,2,110,rent
Old,saburtalo,980,1,2,4,75,rent
New,saburtalo,1220,2,3,1,70,rent
Old,saburtalo,750,1,2,2,60,rent
Old,saburtalo,650,1,1,5,40,rent
New,saburtalo,2300,2,4,9,95,rent
New,vake,4810,2,4,1,200,rent
New,vake,2410,3,4,2,140,rent
New,saburtalo,1500,2,3,5,76,rent
New,saburtalo,1690,2,3,4,70,rent
New,vake,1460,1,2,9,53,rent
Old,chugureti,1200,1,2,5,65,rent
Old,saburtalo,1200,2,3,7,70,rent
New,saburtalo,1200,1,2,7,70,rent
New,massive,1200,2,3,9,90,rent
New,saburtalo,4810,3,4,3,200,rent
New,saburtalo,1570,2,3,4,85,rent
New,saburtalo,1690,2,3,6,85,rent
New,ortachala,1500,1,2,5,65,rent
New,saburtalo,1700,2,3,1,73,rent
Old,chugureti,1600,1,2,3,60,rent
New,saburtalo,3600,2,4,6,180,rent
New,avlabari,1930,2,3,2,93,rent
New,avlabari,1570,1,2,9,65,rent
New,saburtalo,1200,1,2,4,72,rent
New,samgori,1080,1,2,3,68,rent
New,saburtalo,1900,2,3,2,80,rent
New,vake,6020,3,5,6,270,rent
New,vera,2410,2,3,3,95,rent
New,saburtalo,2170,2,3,5,95,rent
New,vake,1440,1,2,8,80,rent
New,vera,2170,2,3,5,100,rent
New,saburtalo,3610,3,4,3,145,rent
Old,saburtalo,1690,2,3,5,90,rent
Old,saburtalo,1440,2,3,2,95,rent
New,vake,3610,3,4,7,150,rent
New,saburtalo,2410,3,4,10,120,rent
New,saburtalo,2410,2,3,9,100,rent
New,saburtalo,1810,1,2,12,70,rent
New,saburtalo,3850,3,4,7,162,rent
New,saburtalo,1690,2,3,2,80,rent
New,saburtalo,1200,1,2,5,60,rent
New,vera,2170,2,3,6,105,rent
New,saburtalo,1440,2,3,6,85,rent
New,vake,1080,1,2,7,50,rent
Old,vake,1440,2,3,4,120,rent
New,vake,3500,3,4,6,178,rent
New,vake,4810,3,4,3,200,rent
New,saburtalo,1930,2,3,2,90,rent
New,vake,3130,2,4,3,138,rent
New,saburtalo,1930,3,4,3,120,rent
New,digomi,1930,5,7,5,190,rent
New,vake,4810,3,5,6,220,rent
New,didube,1440,2,4,4,85,rent
New,digomi,1690,3,4,6,100,rent
New,saburtalo,1930,3,4,9,180,rent
New,vake,1930,1,2,4,70,rent
New,ortachala,2050,3,4,5,150,rent
New,massive,963,1,2,2,55,rent
New,saburtalo,1080,1,2,3,55,rent
Old,isani,750,3,4,2,130,rent
Old,saburtalo,1300,1,2,5,62,rent
New,vake,1930,2,3,5,85,rent
New,vake,1690,2,3,7,107,rent
Old,vake,1930,2,3,4,108,rent
New,saburtalo,1690,2,3,6,90,rent
New,sololaki,2170,2,3,3,90,rent
New,mtatsminda,2410,2,3,5,100,rent
New,sololaki,2410,1,2,6,65,rent
New,mtatsminda,4810,3,5,6,200,rent
New,vake,1690,1,2,7,65,rent
New,saburtalo,1690,1,2,5,100,rent
New,mtatsminda,3850,2,3,6,85,rent
New,saburtalo,1200,1,2,4,65,rent
New,saburtalo,2410,3,4,6,170,rent
Old,vake,1080,1,2,4,45,rent
New,sanzona,963,2,3,3,70,rent
New,saburtalo,1200,1,2,5,55,rent
Old,saburtalo,1440,2,3,4,70,rent
New,saburtalo,1440,1,2,5,62,rent
New,vake,1440,1,2,4,60,rent
New,mtatsminda,3850,3,4,2,160,rent
New,saburtalo,2170,2,3,1,72,rent
New,saburtalo,1200,1,2,6,62,rent
